,Department,GEO,Role,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),EMP_Sat_Remote_Mean,EMP_Engagement_Mean
13368,Operations,France,Level 2-4,0.8,0.94,3,189,3,0,0,medium,1,4,3,4,3,5896,72,8,4.2,4.2
13369,Sales,US,Level 2-4,0.8,0.94,5,159,3,0,0,low,7,4,3,2,3,5462,75,6,4.2,4.2
13370,Finance,Korea,Level 2-4,0.8,0.94,4,262,3,0,0,low,3,2,4,2,2,4176,77,5,4.2,4.2
13371,Human Resources,Japan,Level 2-4,0.8,0.94,6,191,5,0,0,low,1,3,3,2,2,4314,77,3,4.2,4.2
13372,IT,UK,Level 2-4,0.8,0.94,4,271,4,0,1,medium,9,5,5,3,4,5057,78,4,4.2,4.2
13373,Warehouse,Korea,Level 2-4,0.8,0.94,4,196,5,0,0,low,5,3,4,3,2,4994,77,4,4.2,4.2
13374,Operations,Australia,Level 2-4,0.8,0.94,4,261,6,0,0,low,6,3,4,3,3,5861,77,1,4.2,4.2
13375,Sales,UK,Level 2-4,0.8,0.94,4,233,6,0,0,medium,2,3,4,4,4,5406,76,5,4.2,4.2
13376,Finance,Japan,Level 2-4,0.8,0.94,5,235,4,0,0,low,10,3,2,2,2,4880,77,4,4.2,4.2
13377,Human Resources,China,Level 2-4,0.8,0.94,3,154,3,0,0,low,5,3,2,2,2,4720,80,8,4.2,4.2
13378,IT,UK,Level 2-4,0.8,0.94,4,167,4,0,0,low,2,4,2,3,2,5908,70,6,4.2,4.2
13379,Warehouse,Japan,Level 2-4,0.8,0.94,6,144,4,0,0,low,5,4,2,2,3,5121,78,3,4.2,4.2
13380,Operations,UK,Level 2-4,0.8,0.94,5,194,4,0,0,low,8,2,2,2,2,5650,76,9,4.2,4.2
13381,Sales,France,Level 2-4,0.8,0.94,5,242,4,0,0,medium,8,2,2,4,4,4410,75,7,4.2,4.2
13382,Finance,Korea,Level 2-4,0.8,0.94,3,144,3,0,0,medium,9,2,4,2,3,5912,71,2,4.2,4.2
13383,Human Resources,Japan,Level 2-4,0.8,0.94,5,157,7,0,0,medium,3,2,4,4,4,4723,74,5,4.2,4.2
13384,IT,Colombia,Level 2-4,0.8,0.94,4,184,7,0,0,medium,6,2,3,2,3,4956,71,5,4.2,4.2
13385,Warehouse,China,Level 2-4,0.8,0.94,5,151,3,0,0,medium,9,4,3,3,2,5667,72,2,4.2,4.2
13386,Operations,Colombia,Level 2-4,0.8,0.94,4,175,3,0,0,medium,2,2,2,3,2,4004,77,3,4.2,4.2
13387,Sales,Turkey,Level 2-4,0.8,0.94,3,177,3,0,0,low,9,4,4,2,3,5427,80,1,4.2,4.2
13388,Finance,Korea,Level 2-4,0.8,0.94,6,141,3,0,0,low,7,4,2,3,3,5222,73,7,4.2,4.2
13389,Human Resources,Japan,Level 2-4,0.8,0.94,4,210,3,0,0,low,9,4,3,3,2,4102,79,8,4.2,4.2
13390,IT,France,Level 2-4,0.8,0.94,2,224,2,0,0,low,5,3,2,2,3,5050,75,1,4.2,4.2
13391,Warehouse,Colombia,Level 2-4,0.8,0.94,4,253,3,0,0,medium,4,2,2,3,4,5236,80,5,4.2,4.2
13392,Operations,Japan,Level 2-4,0.8,0.94,4,157,2,0,0,medium,1,2,3,3,4,5054,72,3,4.2,4.2
13393,Sales,Turkey,Level 2-4,0.8,0.94,3,172,3,0,0,medium,5,2,4,2,4,5696,71,9,4.2,4.2
13394,Finance,Korea,Level 2-4,0.8,0.94,3,193,10,0,1,high,1,4,2,5,3,4459,72,1,4.2,4.2
13395,Human Resources,France,Level 2-4,0.8,0.94,6,255,4,1,0,low,6,2,2,2,2,1654,90,7,4.2,1.8
13396,IT,Turkey,Level 1,0.8,0.94,7,255,4,1,0,low,7,1,2,1,2,1104,85,3,4.2,1.8
13397,Warehouse,Australia,Level 1,0.8,0.94,6,286,4,1,0,medium,1,1,2,1,2,1539,87,7,4.2,1.8
13398,Operations,Japan,Level 1,0.8,0.94,7,267,4,1,0,medium,10,2,2,1,2,1548,89,1,4.2,1.8
13399,Sales,China,Level 1,0.8,0.94,5,226,6,1,0,low,1,2,1,1,2,1327,90,3,4.2,1.8
13400,Finance,France,Level 1,0.8,0.94,6,285,4,1,0,medium,4,2,1,1,2,1244,86,7,4.2,1.8
13401,Human Resources,Korea,Level 1,0.8,0.94,6,276,4,1,0,low,8,2,2,1,1,1754,86,8,4.2,1.8
13402,IT,Korea,Level 1,0.8,0.94,6,257,4,1,0,low,2,2,2,1,1,1694,89,2,4.2,1.8
13403,Warehouse,US,Level 1,0.8,0.94,6,287,4,1,0,medium,5,1,1,1,1,1791,89,8,4.2,1.8
13404,Operations,France,Level 1,0.8,0.94,6,283,5,1,0,low,5,2,1,1,2,1298,90,2,4.2,1.8
13405,Sales,France,Level 1,0.8,0.94,6,309,4,1,0,medium,8,2,2,2,1,1930,87,3,4.2,1.8
13406,Finance,Korea,Level 1,0.8,0.94,4,274,5,1,0,low,5,2,1,2,2,1581,90,8,4.2,1.8
13407,Human Resources,US,Level 1,0.8,0.94,7,244,4,1,0,medium,10,2,1,1,2,1629,86,4,4.2,1.8
13408,IT,China,Level 1,0.8,0.94,5,222,6,1,0,low,1,1,2,2,2,1962,87,4,4.2,1.8
13409,Warehouse,Korea,Level 1,0.8,0.94,7,264,4,1,0,medium,5,2,2,1,1,1238,87,4,4.2,1.8
13410,Operations,Turkey,Level 1,0.8,0.94,4,258,5,1,0,low,7,1,2,1,2,1261,89,6,4.2,1.8
13411,Sales,Colombia,Level 1,0.8,0.94,5,236,5,1,0,low,7,1,1,1,2,1137,88,3,4.2,1.8
13412,Finance,Korea,Level 1,0.8,0.95,6,304,4,1,0,low,9,1,1,2,2,1401,87,4,4.2,1.8
13413,Human Resources,US,Level 1,0.8,0.95,6,244,5,1,0,medium,5,1,2,1,1,1092,88,3,4.2,1.8
13414,IT,Colombia,Level 1,0.8,0.95,7,301,4,1,0,low,10,1,1,1,1,1869,85,5,4.2,1.8
13415,Warehouse,US,Level 1,0.8,0.95,4,275,5,1,0,medium,5,1,1,1,2,1117,88,3,4.2,1.8
13416,Operations,Australia,Level 1,0.8,0.95,5,236,5,1,0,low,6,1,2,1,1,1829,90,6,4.2,1.8
13417,Sales,France,Level 1,0.8,0.95,6,286,4,1,0,medium,4,1,1,2,1,1169,85,2,4.2,1.8
13418,Finance,Turkey,Level 1,0.8,0.95,5,238,6,1,0,low,6,1,1,1,1,1850,90,9,4.2,1.8
13419,Human Resources,UK,Level 1,0.8,0.95,7,300,4,1,0,medium,5,1,2,2,1,1244,90,2,4.2,1.8
13420,IT,Japan,Level 1,0.8,0.95,6,292,4,1,0,medium,2,2,2,1,1,1149,90,8,4.2,1.8
13421,Warehouse,Japan,Level 1,0.8,0.95,5,172,2,1,0,low,9,2,2,1,1,1097,88,2,4.2,1.8
13422,Operations,Australia,Level 1,0.8,0.95,2,181,5,1,0,medium,3,1,2,2,1,1038,89,2,4.2,1.8
13423,Sales,Colombia,Level 1,0.8,0.95,7,289,4,1,0,low,9,2,2,1,2,1904,86,3,4.2,1.8
13424,Finance,Colombia,Level 1,0.8,0.95,7,256,4,1,0,medium,4,1,2,1,1,1139,88,7,4.2,1.8
13425,Human Resources,France,Level 1,0.8,0.95,4,251,5,1,0,medium,10,2,2,2,1,1683,90,7,4.2,1.8
13426,IT,Turkey,VP,0.8,0.95,6,245,4,1,0,low,3,1,2,2,1,1716,87,1,4.2,1.8
13427,Warehouse,China,Senior Director,0.8,0.95,5,266,5,1,0,medium,8,1,1,2,2,1367,89,3,4.2,1.8
13428,Operations,France,Senior Director,0.8,0.95,4,220,5,1,0,low,9,2,2,1,2,1817,87,4,4.2,1.8
13429,Sales,China,Senior Director,0.8,0.95,4,274,5,1,0,low,8,1,1,1,2,1246,88,3,4.2,1.8
13430,Finance,Colombia,Director,0.8,0.95,7,301,4,1,0,low,9,1,2,1,1,1660,85,6,4.2,1.8
13431,Human Resources,France,Director,0.8,0.95,6,285,4,1,0,low,8,1,1,2,1,1028,89,7,4.2,1.8
13432,IT,Turkey,Director,0.8,0.95,6,271,4,1,0,low,2,1,1,2,1,1364,86,6,4.2,1.8
13433,Warehouse,Turkey,Director,0.8,0.95,4,241,5,1,0,low,2,1,2,2,1,1442,86,4,4.2,1.8
13434,Operations,France,Director,0.8,0.95,3,146,5,1,0,low,10,1,2,2,1,1737,86,5,4.2,1.8
13435,Sales,US,Director,0.8,0.95,6,256,4,1,0,medium,9,2,2,2,2,1791,88,4,4.2,1.8
13436,Finance,Korea,Senior Manager,0.8,0.95,6,235,5,1,0,low,5,2,2,1,2,1051,88,7,4.2,1.8
13437,Human Resources,US,Senior Manager,0.8,0.95,5,275,3,1,0,low,9,1,2,1,2,1691,88,6,4.2,1.8
13438,IT,Korea,Senior Manager,0.8,0.95,6,205,4,1,0,low,10,2,1,2,2,1974,85,9,4.2,1.8
13439,Warehouse,Turkey,Senior Manager,0.8,0.95,5,244,5,1,0,medium,1,1,2,1,2,1320,86,3,4.2,1.8
13440,Operations,Japan,Senior Manager,0.8,0.95,5,269,6,1,0,medium,5,1,2,1,2,1097,88,2,4.2,1.8
13441,Sales,Australia,Senior Manager,0.8,0.95,4,238,5,1,0,medium,3,1,2,2,2,1913,85,2,4.2,1.8
13442,Finance,US,Senior Manager,0.8,0.95,5,217,5,1,0,low,8,1,1,2,1,1803,87,2,4.2,1.8
13443,Human Resources,Australia,Senior Manager,0.8,0.95,5,258,5,1,0,low,3,1,2,2,1,1824,85,2,4.2,1.8
13444,IT,Colombia,Senior Manager,0.8,0.95,7,269,5,1,0,medium,5,1,1,2,1,1402,87,2,4.2,1.8
13445,Warehouse,China,Senior Manager,0.8,0.95,4,259,5,1,0,low,6,1,1,1,1,1827,90,9,4.2,1.8
13446,Operations,UK,Senior Manager,0.8,0.95,6,260,4,1,0,low,8,1,2,1,2,1347,86,9,4.2,1.8
13447,Sales,US,Senior Manager,0.8,0.95,5,227,5,1,0,medium,2,1,1,2,1,1436,90,6,4.2,1.8
13448,Finance,Korea,Manager,0.8,0.95,4,223,6,1,0,low,10,2,2,2,2,1650,85,7,4.2,1.8
13449,Human Resources,Japan,Manager,0.8,0.95,5,221,5,1,0,medium,10,2,1,1,2,1160,88,2,4.2,1.8
13450,IT,Korea,Manager,0.8,0.95,7,296,4,1,0,low,10,2,2,1,2,1033,87,2,4.2,1.8
13451,Warehouse,Korea,Manager,0.8,0.95,5,228,5,1,0,high,9,2,2,1,1,1924,85,4,4.2,1.8
13452,Operations,France,Manager,0.8,0.95,4,275,5,1,0,medium,7,1,2,2,2,1562,90,8,4.2,1.8
13453,Sales,Australia,Manager,0.8,0.95,5,230,5,1,0,medium,4,2,1,2,2,1123,88,2,4.2,1.8
13454,Finance,China,Manager,0.8,0.95,5,241,5,1,0,medium,3,2,2,2,1,1379,88,3,4.2,1.8
13455,Human Resources,Korea,Manager,0.8,0.95,4,270,5,1,0,low,5,1,1,1,1,1747,89,7,4.2,1.8
13456,IT,China,Manager,0.8,0.95,6,264,5,1,0,medium,7,1,2,1,1,1220,86,8,4.2,1.8
13457,Warehouse,UK,Manager,0.8,0.95,4,260,5,1,0,low,5,1,1,1,1,1178,87,8,4.2,1.8
13458,Operations,UK,Manager,0.8,0.95,5,271,5,1,0,low,4,2,2,1,2,1353,88,5,4.2,1.8
13459,Sales,UK,Manager,0.8,0.95,5,286,4,1,0,high,10,2,2,2,1,1071,88,7,4.2,1.8
13460,Finance,Australia,Manager,0.8,0.95,6,279,4,1,0,low,4,1,2,1,2,1263,85,9,4.2,1.8
13461,Human Resources,UK,Manager,0.8,0.95,6,271,4,1,0,low,6,2,1,1,1,1934,88,2,4.2,1.8
13462,IT,France,Manager,0.8,0.95,3,206,4,0,0,low,6,4,2,3,3,5038,75,4,4.2,4.2
13463,Warehouse,UK,Manager,0.8,0.95,5,205,3,0,0,medium,1,3,3,2,2,4351,78,5,4.2,4.2
13464,Operations,France,Manager,0.8,0.95,5,233,3,0,0,medium,10,4,4,2,4,4233,77,8,4.2,4.2
13465,Sales,Australia,Manager,0.8,0.95,5,207,3,0,0,low,1,3,3,2,3,4112,76,4,4.2,4.2
13466,Finance,China,Manager,0.8,0.95,4,174,4,0,0,low,3,4,4,2,2,5295,75,4,4.2,4.2
13467,Human Resources,China,Manager,0.8,0.95,3,191,3,0,0,medium,10,4,2,4,3,4667,77,5,4.2,4.2
13468,IT,Turkey,Manager,0.8,0.95,4,156,2,0,0,medium,7,3,2,3,3,5938,73,5,4.2,4.2
13469,Warehouse,Japan,Manager,0.8,0.95,4,137,3,0,0,medium,8,3,4,4,4,4066,75,7,4.2,4.2
13470,Operations,China,Level 2-4,0.8,0.95,3,251,3,0,0,low,8,4,2,2,3,4246,75,1,4.2,4.2
13471,Sales,Korea,Level 2-4,0.8,0.95,5,194,3,0,0,low,7,4,4,3,3,5545,71,2,4.2,4.2
13472,Finance,Colombia,Level 2-4,0.8,0.95,4,141,3,0,0,low,6,4,2,2,2,5273,79,4,4.2,4.2
13473,Human Resources,Korea,Level 2-4,0.8,0.95,5,137,3,0,0,medium,10,3,4,3,3,4641,75,1,4.2,4.2
13474,IT,Turkey,Level 2-4,0.8,0.95,3,221,3,0,0,medium,10,2,4,4,3,5696,80,7,4.2,4.2
13475,Warehouse,Colombia,Level 2-4,0.8,0.95,3,270,2,0,0,medium,6,3,2,3,3,4966,77,1,4.2,4.2
13476,Operations,Turkey,Level 2-4,0.8,0.95,3,133,3,0,0,low,2,4,3,3,3,4926,74,4,4.2,4.2
13477,Sales,France,Level 2-4,0.8,0.95,4,181,3,0,0,medium,9,4,2,2,3,4425,71,7,4.2,4.2
13478,Finance,Korea,Level 2-4,0.8,0.95,6,147,3,0,0,low,4,4,3,2,3,4549,75,9,4.2,4.2
13479,Human Resources,France,Level 2-4,0.8,0.95,4,250,2,0,0,high,10,2,4,2,2,4885,75,6,4.2,4.2
13480,IT,Australia,Level 2-4,0.8,0.95,3,184,2,0,0,high,3,4,4,2,3,4883,77,3,4.2,4.2
13481,Warehouse,Korea,Level 2-4,0.8,0.95,5,234,3,0,0,low,4,4,3,3,3,5033,76,5,4.2,4.2
13482,Operations,Turkey,Level 2-4,0.8,0.95,3,126,6,0,0,low,8,2,2,2,2,5084,73,9,4.2,4.2
13483,Sales,Colombia,Level 2-4,0.8,0.95,3,241,3,0,0,medium,9,2,2,2,3,4301,80,2,4.2,4.2
13484,Finance,US,Level 2-4,0.8,0.95,3,218,2,0,0,medium,6,4,2,4,3,4072,78,4,4.2,4.2
13485,Human Resources,Colombia,Level 2-4,0.8,0.95,3,98,3,0,0,medium,3,2,4,3,2,5553,78,8,4.2,4.2
13486,IT,Colombia,Level 2-4,0.8,0.95,3,211,2,0,0,medium,9,3,3,2,3,4577,79,6,4.2,4.2
13487,Warehouse,Korea,Level 2-4,0.8,0.95,4,216,3,0,0,low,2,2,3,2,2,4750,76,7,4.2,4.2
13488,Operations,Japan,Level 2-4,0.8,0.95,3,203,3,0,0,medium,4,4,2,3,3,5548,79,4,4.2,4.2
13489,Sales,Korea,Level 2-4,0.8,0.95,3,266,3,0,0,medium,9,2,3,3,2,5908,80,7,4.2,4.2
13490,Finance,Korea,Level 2-4,0.8,0.95,4,155,3,0,0,medium,9,4,4,4,2,4443,73,2,4.2,4.2
13491,Human Resources,Australia,Level 2-4,0.8,0.95,3,156,2,0,0,medium,8,2,3,2,4,5848,78,5,4.2,4.2
13492,IT,Japan,Level 2-4,0.8,0.95,5,169,5,0,0,medium,2,3,2,4,2,4542,75,4,4.2,4.2
13493,Warehouse,France,Level 2-4,0.8,0.95,4,241,4,0,0,medium,10,3,4,4,3,4126,77,6,4.2,4.2
13494,Operations,Korea,Level 2-4,0.8,0.95,4,199,4,0,0,medium,1,3,3,3,3,5585,77,9,4.2,4.2
13495,Sales,Turkey,Level 2-4,0.8,0.95,4,184,3,0,0,low,9,3,4,2,3,5602,71,5,4.2,4.2
13496,Finance,Turkey,Level 2-4,0.8,0.95,3,221,3,0,0,low,5,3,4,2,3,4388,78,3,4.2,4.2
13497,Human Resources,Colombia,Level 2-4,0.8,0.95,4,258,3,0,0,medium,7,4,2,3,2,4887,77,7,4.2,4.2
13498,IT,UK,Level 2-4,0.8,0.95,5,193,3,0,0,medium,3,4,3,4,4,4559,76,3,4.2,4.2
13499,Warehouse,US,Level 2-4,0.8,0.95,2,156,4,0,0,high,9,2,3,2,3,4184,78,8,4.2,4.2
13500,Operations,Korea,Level 2-4,0.8,0.95,4,201,3,0,0,medium,4,3,3,3,2,4613,75,1,4.2,4.2
13501,Sales,Australia,Level 2-4,0.8,0.95,4,171,3,0,0,medium,4,2,4,2,4,5859,71,5,4.2,4.2
13502,Finance,China,Level 2-4,0.8,0.95,3,193,6,0,0,low,2,4,2,2,3,5584,70,1,4.2,4.2
13503,Human Resources,China,Level 2-4,0.8,0.95,5,254,2,0,0,medium,4,3,4,4,4,4180,77,8,4.2,4.2
13504,IT,UK,Level 2-4,0.8,0.95,4,251,3,0,0,medium,9,2,2,4,3,5350,78,7,4.2,4.2
13505,Warehouse,Korea,Level 2-4,0.8,0.95,5,171,3,0,0,low,7,2,2,3,2,4946,73,2,4.2,4.2
13506,Operations,Turkey,Level 2-4,0.8,0.95,4,243,3,0,0,medium,10,4,4,2,2,5832,79,2,4.2,4.2
13507,Sales,Colombia,Level 2-4,0.8,0.95,3,253,3,0,0,medium,4,3,3,2,3,4269,79,4,4.2,4.2
13508,Finance,Colombia,Level 2-4,0.8,0.95,3,137,3,0,0,low,3,3,4,3,2,5497,75,6,4.2,4.2
13509,Human Resources,Australia,Level 2-4,0.8,0.95,5,149,2,0,0,low,6,2,3,2,3,4661,73,4,4.2,4.2
13510,IT,US,Level 2-4,0.8,0.95,4,183,3,0,0,low,3,3,3,2,3,5178,79,9,4.2,4.2
13511,Warehouse,France,Level 2-4,0.8,0.95,4,171,3,0,0,low,10,2,3,2,3,4752,73,6,4.2,4.2
13512,Operations,Japan,Level 2-4,0.8,0.95,4,102,5,0,0,low,3,2,3,3,2,5767,77,5,4.2,4.2
13513,Sales,US,Level 2-4,0.8,0.95,3,249,4,0,0,low,7,2,2,2,3,5868,80,6,4.2,4.2
13514,Finance,Turkey,Level 2-4,0.8,0.95,3,255,3,0,0,medium,10,2,3,2,2,5291,79,7,4.2,4.2
13515,Human Resources,China,Level 2-4,0.8,0.95,3,150,2,0,0,low,6,2,2,3,3,5697,73,2,4.2,4.2
13516,IT,US,Level 2-4,0.8,0.95,4,169,4,0,0,medium,8,4,4,2,2,5493,80,1,4.2,4.2
13517,Warehouse,China,Level 2-4,0.8,0.95,4,208,3,0,0,medium,8,2,4,3,2,4890,79,9,4.2,4.2
13518,Operations,China,Level 2-4,0.8,0.95,3,154,4,0,0,high,2,2,3,3,3,4921,76,9,4.2,4.2
13519,Sales,China,Level 2-4,0.8,0.95,2,101,5,0,0,medium,6,3,2,2,4,4196,77,4,4.2,4.2
13520,Finance,China,Level 2-4,0.8,0.95,5,203,3,0,0,low,10,4,4,2,2,4750,76,2,4.2,4.2
13521,Human Resources,Colombia,Level 2-4,0.8,0.95,5,234,6,0,0,medium,8,4,3,2,2,5003,79,3,4.2,4.2
13522,IT,Australia,Level 2-4,0.8,0.95,3,133,4,0,0,medium,6,4,4,3,3,5162,77,4,4.2,4.2
13523,Warehouse,US,Level 2-4,0.8,0.95,3,222,4,0,0,low,6,2,4,3,2,5284,79,8,4.2,4.2
13524,Operations,Turkey,Level 2-4,0.8,0.95,3,258,3,0,0,low,5,2,2,3,2,4494,75,3,4.2,4.2
13525,Sales,Australia,Level 2-4,0.8,0.95,3,251,3,0,0,low,1,4,2,3,2,5073,78,4,4.2,4.2
13526,Finance,UK,Level 2-4,0.8,0.95,4,241,6,0,0,medium,5,4,4,3,2,4880,78,9,4.2,4.2
13527,Human Resources,Australia,Level 2-4,0.8,0.95,4,164,4,0,0,medium,3,4,3,3,2,5318,70,7,4.2,4.2
13528,IT,China,Level 2-4,0.8,0.95,5,273,2,0,0,low,1,2,3,2,2,5008,75,8,4.2,4.2
13529,Warehouse,Korea,Level 2-4,0.8,0.95,3,266,3,0,0,low,6,3,2,3,3,4010,80,2,4.2,4.2
13530,Operations,Korea,Level 2-4,0.8,0.95,4,144,5,0,0,low,3,4,3,2,3,5807,79,7,4.2,4.2
13531,Sales,UK,Level 2-4,0.8,0.95,2,208,2,0,0,low,10,2,2,2,2,4671,79,8,4.2,4.2
13532,Finance,China,Level 2-4,0.8,0.95,2,178,4,0,0,medium,8,2,4,3,2,4620,71,3,4.2,4.2
13533,Human Resources,Australia,Level 1,0.8,0.95,3,246,4,0,0,low,3,4,3,3,2,4316,77,1,4.2,4.2
13534,IT,US,Level 1,0.8,0.95,3,131,6,0,0,medium,8,4,3,2,4,5352,73,5,4.2,4.2
13535,Warehouse,Colombia,Level 1,0.8,0.95,2,156,3,0,0,low,5,3,3,3,3,4151,71,7,4.2,4.2
13536,Operations,China,Level 1,0.8,0.95,3,222,4,0,0,medium,10,4,4,2,4,5720,77,5,4.2,4.2
13537,Sales,Korea,Level 1,0.8,0.95,3,275,3,0,0,medium,7,3,3,3,2,4968,80,3,4.2,4.2
13538,Finance,Turkey,Level 1,0.8,0.95,3,212,3,0,0,medium,10,2,2,4,3,4117,76,2,4.2,4.2
13539,Human Resources,Colombia,Level 1,0.8,0.95,5,275,2,0,0,medium,7,4,4,3,2,5292,76,3,4.2,4.2
13540,IT,Australia,Level 1,0.8,0.95,5,189,2,0,0,medium,8,3,3,3,2,5219,76,2,4.2,4.2
13541,Warehouse,Japan,Level 1,0.8,0.95,3,171,3,0,0,low,10,4,2,2,3,4839,74,2,4.2,4.2
13542,Operations,France,Level 1,0.8,0.95,3,242,5,0,0,low,3,4,3,3,2,4026,80,2,4.2,4.2
13543,Sales,Australia,Level 1,0.8,0.95,3,247,3,0,0,medium,7,4,4,2,3,4966,75,4,4.2,4.2
13544,Finance,France,Level 1,0.8,0.95,3,149,2,0,0,low,8,2,3,3,2,4556,75,3,4.2,4.2
13545,Human Resources,Colombia,Level 1,0.8,0.95,3,190,3,0,0,low,9,2,3,2,2,5279,79,2,4.2,4.2
13546,IT,Australia,Level 1,0.8,0.95,3,189,2,0,0,low,6,3,4,3,2,4488,80,7,4.2,4.2
13547,Warehouse,Japan,Level 1,0.8,0.95,3,153,4,0,0,high,7,4,3,3,2,4750,79,6,4.2,4.2
13548,Operations,Korea,Level 1,0.8,0.95,4,173,2,0,0,low,5,3,3,2,3,4688,71,3,4.2,4.2
13549,Sales,UK,Level 1,0.8,0.95,5,117,4,0,0,low,3,2,2,2,2,5078,76,4,4.2,4.2
13550,Finance,Colombia,Level 1,0.8,0.95,6,204,3,0,0,medium,7,2,2,2,4,4119,78,3,4.2,4.2
13551,Human Resources,China,Level 1,0.8,0.95,3,274,4,0,0,low,3,2,2,3,2,5979,75,4,4.2,4.2
13552,IT,Colombia,Level 1,0.8,0.95,6,276,2,0,0,low,10,4,2,2,2,5108,77,4,4.2,4.2
13553,Warehouse,Korea,Level 1,0.8,0.95,3,189,4,0,0,low,4,2,2,3,3,4785,80,2,4.2,4.2
13554,Operations,China,Level 1,0.8,0.95,3,204,2,0,0,low,2,4,4,3,3,5033,75,7,4.2,4.2
13555,Sales,China,Level 1,0.8,0.95,3,229,3,0,0,medium,8,2,3,2,3,4549,78,3,4.2,4.2
13556,Finance,Colombia,Level 1,0.8,0.95,3,257,2,0,0,medium,2,4,3,4,2,5815,78,3,4.2,4.2
13557,Human Resources,Turkey,Level 1,0.8,0.95,4,184,3,0,0,low,5,4,2,3,2,4039,74,9,4.2,4.2
13558,IT,Korea,Level 1,0.8,0.95,3,157,4,0,0,medium,2,2,2,4,4,4640,72,5,4.2,4.2
13559,Warehouse,US,Level 1,0.8,0.95,4,173,3,0,0,medium,5,4,4,3,4,5331,77,9,4.2,4.2
13560,Operations,Turkey,Level 1,0.8,0.95,3,236,2,0,0,medium,2,4,3,3,3,4239,78,6,4.2,4.2
13561,Sales,Korea,Level 1,0.8,0.95,4,234,3,0,0,low,2,4,2,2,3,4282,80,3,4.2,4.2
13562,Finance,Australia,Level 1,0.8,0.95,4,237,3,0,0,medium,2,3,2,2,2,4760,78,4,4.2,4.2
13563,Human Resources,Australia,VP,0.8,0.95,4,191,2,0,0,low,10,2,4,2,3,5068,74,6,4.2,4.2
13564,IT,Colombia,Senior Director,0.8,0.95,4,222,3,0,0,medium,2,2,4,4,4,5140,78,5,4.2,4.2
13565,Warehouse,France,Senior Director,0.8,0.95,4,153,2,0,0,low,8,2,2,3,3,4248,70,1,4.2,4.2
13566,Operations,US,Senior Director,0.8,0.95,4,224,2,0,0,medium,2,2,2,4,4,4581,76,9,4.2,4.2
13567,Sales,Colombia,Director,0.8,0.95,5,201,2,0,0,low,5,4,4,2,2,5593,76,9,4.2,4.2
13568,Finance,US,Director,0.8,0.95,4,169,3,0,0,low,10,2,2,3,3,4309,75,9,4.2,4.2
13569,Human Resources,US,Director,0.8,0.95,3,133,5,0,0,medium,9,4,4,4,4,5744,78,6,4.2,4.2
13570,IT,China,Director,0.8,0.95,4,146,2,0,0,medium,5,2,3,2,4,4356,74,1,4.2,4.2
13571,Warehouse,US,Director,0.8,0.95,4,230,3,0,0,low,8,2,4,2,3,4107,75,6,4.2,4.2
13572,Operations,Australia,Director,0.8,0.95,3,195,5,0,0,low,4,2,2,3,3,4034,73,1,4.2,4.2
13573,Sales,Japan,Senior Manager,0.8,0.95,4,204,3,0,0,low,9,3,2,2,2,4757,78,5,4.2,4.2
13574,Finance,UK,Senior Manager,0.8,0.95,6,191,6,0,0,medium,7,4,3,4,3,5333,70,8,4.2,4.2
13575,Human Resources,Korea,Senior Manager,0.8,0.95,5,199,3,0,0,high,6,4,2,3,2,5547,71,6,4.2,4.2
13576,IT,US,Senior Manager,0.8,0.95,3,192,4,0,0,medium,3,2,3,4,2,4030,72,2,4.2,4.2
13577,Warehouse,Turkey,Senior Manager,0.8,0.95,3,187,2,0,0,low,10,2,4,3,2,5064,70,9,4.2,4.2
13578,Operations,Japan,Senior Manager,0.8,0.95,3,236,3,0,0,medium,8,4,2,3,3,5341,75,7,4.2,4.2
13579,Sales,China,Senior Manager,0.8,0.95,4,176,3,0,0,high,1,4,3,3,2,5096,71,6,4.2,4.2
13580,Finance,Japan,Senior Manager,0.8,0.95,6,239,4,0,0,medium,7,2,2,2,3,4589,76,4,4.2,4.2
13581,Human Resources,Korea,Senior Manager,0.8,0.95,4,280,3,0,0,medium,5,4,4,4,4,5624,79,4,4.2,4.2
13582,IT,Turkey,Senior Manager,0.8,0.95,5,184,2,0,0,medium,9,3,3,3,3,4649,74,8,4.2,4.2
13583,Warehouse,China,Senior Manager,0.8,0.95,3,145,2,0,0,low,3,3,2,2,2,4409,78,1,4.2,4.2
13584,Operations,UK,Senior Manager,0.8,0.95,6,248,3,0,0,low,3,3,3,2,2,5709,78,7,4.2,4.2
13585,Sales,UK,Manager,0.8,0.95,2,184,5,0,0,medium,9,2,4,2,3,5812,75,4,4.2,4.2
13586,Finance,Turkey,Manager,0.8,0.95,4,265,2,0,0,low,9,3,2,2,3,5040,75,4,4.2,4.2
13587,Human Resources,US,Manager,0.8,0.95,5,170,4,0,0,medium,4,3,4,3,2,5113,71,9,4.2,4.2
13588,IT,Japan,Manager,0.8,0.95,2,181,4,0,0,low,2,3,2,3,2,4747,75,1,4.2,4.2
